title,company,address,experience,url,query,page,vacancy_id
ML Engineer (TTS / Speech),АКБ Агробанк,"Ташкент, улица Батыра Закирова, 2А",Опыт 1-3 года,https://hh.ru/vacancy/135652412?query=ML+Engineer,ML Engineer,7,135652412
Senior Software Engineer (GigaChat),Сбер. IT,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136178317?query=ML+Engineer,ML Engineer,7,136178317
"Senior Machine Learning Engineer (on-site, no remote, Astana)",MDietHealth Corp,"Астана, улица Динмухамеда Кунаева, 12/1",Опыт 3-6 лет,https://hh.ru/vacancy/135527985?query=ML+Engineer,ML Engineer,7,135527985
Product manager,ИП Сизинцев Роман Александрович,Санкт-Петербург,Опыт 3-6 лет,https://hh.ru/vacancy/135396521?query=ML+Engineer,ML Engineer,7,135396521
Инженер по прототипированию ПО (AI / R&D Engineer),IBS,"Москва, р-н Пресненский",Опыт более 6 лет,https://hh.ru/vacancy/135632177?query=ML+Engineer,ML Engineer,7,135632177
"ML Engineer (RL, DL) (в Бильбао, Испания)",Artificial Seed,"провинция Бискайя, Басаури, Бильбао",Опыт 1-3 года,https://hh.ru/vacancy/135546768?query=ML+Engineer,ML Engineer,7,135546768
AI Engineer,Сбер. Data Science,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135900665?query=ML+Engineer,ML Engineer,7,135900665
Senior AI Agent Engineer,PravoTech,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135852978?query=ML+Engineer,ML Engineer,7,135852978
LLM/ML инженер на core агента (ДКА),Сбер. IT,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135443544?query=ML+Engineer,ML Engineer,7,135443544
Senior Data Scientist. Forecasting (SberAI),Сбер. Data Science,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136181134?query=ML+Engineer,ML Engineer,7,136181134
ML Engineer (Cardio Algorithms),ООО СалютДевайсы,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135074604?query=ML+Engineer,ML Engineer,7,135074604
Tech Lead Java (Продуктовая фабрика),Сбер. IT,Москва,Опыт более 6 лет,https://hh.ru/vacancy/135469505?query=ML+Engineer,ML Engineer,7,135469505
Senior аналитик данных,Сбер. IT,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135723442?query=ML+Engineer,ML Engineer,7,135723442
ML-инженер в команду эффективного рантайма и инференса,Т-Банк. ИТ. Разработка,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/128981566?query=ML+Engineer,ML Engineer,7,128981566
AI Engineer / LLM Engineer,Andersen,Минск,Опыт 3-6 лет,https://rabota.by/vacancy/135504338?query=ML+Engineer&hhtmFrom=vacancy_search_list,ML Engineer,7,135504338
AI Data Team Lead,АО Home Credit Bank (ДБ АО «ForteBank»),Алматы,Опыт 3-6 лет,https://hh.ru/vacancy/136236909?query=ML+Engineer,ML Engineer,8,136236909
Senior AI/ML Developer (г. Новосибирск),ООО СофтМолл,Новосибирск,Опыт 3-6 лет,https://hh.ru/vacancy/130687729?query=ML+Engineer,ML Engineer,8,130687729
Senior MLE (Adaptation&Integration) в Kandinsky,Сбер. IT,Москва,Опыт более 6 лет,https://hh.ru/vacancy/136231911?query=ML+Engineer,ML Engineer,8,136231911
AI Engineer / LLM Engineer,Andersen,Минск,Опыт 3-6 лет,https://rabota.by/vacancy/135504339?query=ML+Engineer&hhtmFrom=vacancy_search_list,ML Engineer,8,135504339
Chief Data Scientist,Сбер. IT,Москва,Опыт более 6 лет,https://hh.ru/vacancy/135372357?query=ML+Engineer,ML Engineer,8,135372357
Java Tech Lead (Команда GigaCode),Сбер. IT,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135661461?query=ML+Engineer,ML Engineer,8,135661461
Senior/TeamLead Разработчик симуляции (Unreal Engine),ИП Мамаева Ирина Анатольевна,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135744402?query=ML+Engineer,ML Engineer,8,135744402
Tech lead (Центр робототехники),Сбер для экспертов,Москва,Опыт более 6 лет,https://hh.ru/vacancy/135478213?query=ML+Engineer,ML Engineer,8,135478213
Site Reliability Engineer — SRE,Т-Банк. ИТ. Инфраструктура,"Челябинск, р-н Центральный",Опыт 1-3 года,https://hh.ru/vacancy/135749832?query=ML+Engineer,ML Engineer,8,135749832
Руководитель отдела клиентской аналитики,S8 Capital,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136029260?query=ML+Engineer,ML Engineer,8,136029260
Senior Data Scientist (команда оптимизации расходов),Сбер. Data Science,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136160970?query=ML+Engineer,ML Engineer,8,136160970
Senior Data Scientist (Торговое финансирование),Сбер. IT,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136078310?query=ML+Engineer,ML Engineer,8,136078310
ML-инженер,Сбер. IT,Нижний Новгород,Опыт 1-3 года,https://hh.ru/vacancy/135981194?query=ML+Engineer,ML Engineer,8,135981194
Senior Scoring Developer,ООО Займиго МКК,Нижний Новгород,Опыт 3-6 лет,https://hh.ru/vacancy/129144602?query=ML+Engineer,ML Engineer,8,129144602
NLP engineer (Направление клиентского сервиса),RWB (Wildberries & Russ),Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136083629?query=ML+Engineer,ML Engineer,8,136083629
Site Reliability Engineer (SRE),Т-Банк. ИТ. Инфраструктура,"Саратов, р-н Волжский",Опыт 3-6 лет,https://hh.ru/vacancy/131586580?query=ML+Engineer,ML Engineer,8,131586580
Lead AI Engineer (команда Конструктор Комплексных Решений),Сбер. Data Science,Москва,Опыт более 6 лет,https://hh.ru/vacancy/135975339?query=ML+Engineer,ML Engineer,8,135975339
Агрохимик,Информационные технологии,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136328518?query=ML+Engineer,ML Engineer,8,136328518
"Старший Go-разработчик, видеоплатформа",Ozon Tech,Москва,Опыт более 6 лет,https://hh.ru/vacancy/136098370?query=ML+Engineer,ML Engineer,8,136098370
Middle+ AI Engineer(MLOps Expert),Сбер. IT,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135374230?query=ML+Engineer,ML Engineer,8,135374230
Voice Mode Lead (GigaChat),Сбер. Data Science,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135548783?query=ML+Engineer,ML Engineer,9,135548783
ML-инженер,Т-Банк. ИТ. Разработка,Казань,Опыт 3-6 лет,https://hh.ru/vacancy/133971571?query=ML+Engineer,ML Engineer,9,133971571
Team Lead Data Scientist (направление LLM),ООО Цифровые технологии и платформы,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135792238?query=ML+Engineer,ML Engineer,9,135792238
AI Data Operations Lead/Руководитель направления подготовки данных для AI,Bitmanager,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135859059?query=ML+Engineer,ML Engineer,9,135859059
Data Scientist / ML Engineer направление CV (Видеоаналитика эффективности розничных магазинов),X5 Tech,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/134788320?query=ML+Engineer,ML Engineer,9,134788320
ML-инженер в Центр технологий искусственного интеллекта,Т-Банк. ИТ. QA,Самара,Опыт 3-6 лет,https://hh.ru/vacancy/135300047?query=ML+Engineer,ML Engineer,9,135300047
Data Engineer,ООО Лоция,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135391311?query=ML+Engineer,ML Engineer,9,135391311
ML-инженер,Т-Банк. ИТ. Разработка,"Краснодар, р-н Западный",Опыт 3-6 лет,https://hh.ru/vacancy/131675620?query=ML+Engineer,ML Engineer,9,131675620
ML Engineer (ИИ-агенты),Сбер. IT,Нижний Новгород,Опыт 3-6 лет,https://hh.ru/vacancy/136083409?query=ML+Engineer,ML Engineer,9,136083409
Директор по разработке платформы машинного обучения,"ПАО МегаФон, IT",Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135228233?query=ML+Engineer,ML Engineer,9,135228233
ML Engineer в центр робототехники,Сбер для экспертов,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135745435?query=ML+Engineer,ML Engineer,9,135745435
ML-инженер / ML Engineer (с пониманием бэкенда),ВкусВилл. Офис,Пермь,Опыт 3-6 лет,https://hh.ru/vacancy/135553205?query=ML+Engineer,ML Engineer,9,135553205
Senior Data Software Engineer (Big Data Engineer),"ТОО Epam Kazakhstan (Эпам Казахстан),ТОО",Астана,Опыт 3-6 лет,https://hh.ru/vacancy/130510313?query=ML+Engineer,ML Engineer,9,130510313
Head of Risk Management/ CRO,"ООО «Передовые Платежные Решения» ФИНАНСЫ, БУХГАЛТЕРИЯ",Москва,Опыт 3-6 лет,https://hh.ru/vacancy/131397975?query=ML+Engineer,ML Engineer,9,131397975
Архитектор систем ИИ (безопасность),YADRO,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/134265283?query=ML+Engineer,ML Engineer,9,134265283
Team Lead Data Scientist,ООО РСХБ-Интех,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136017208?query=ML+Engineer,ML Engineer,9,136017208
Senior ML-engineer (Центр Квантовых технологий),Сбер. Data Science,Москва,Опыт более 6 лет,https://hh.ru/vacancy/135760721?query=ML+Engineer,ML Engineer,9,135760721
Site Reliability Engineer,Т-Банк. ИТ. Инфраструктура,Казань,Опыт 3-6 лет,https://hh.ru/vacancy/135421567?query=ML+Engineer,ML Engineer,9,135421567
DevOps / MLOps Engineer (гибрид),ООО DOGMA,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135437726?query=ML+Engineer,ML Engineer,9,135437726
Head of Data Platform — YUSR Group,ТОО Jet Finance (ТОО Mogo Kazakhstan),"Алматы, проспект Назарбаева, 269А",Опыт более 6 лет,https://hh.ru/vacancy/135939497?query=ML+Engineer,ML Engineer,9,135939497
Senior Python Backend Developer R&D Engineer,Altezza Travelling LTD,Моши,Опыт 3-6 лет,https://hh.ru/vacancy/136190065?query=Data+Engineer,Data Engineer,0,136190065
Growth Lead / Лид роста (массовый и молодёжный сегмент),Финансовый сервис О!Деньги (ОсОО Грин Телеком Сервис),"Бишкек, улица Орозбекова, 45",Опыт 3-6 лет,https://hh.ru/vacancy/136353135?query=Data+Engineer,Data Engineer,0,136353135
Java разработчик (финтех),Axenix (ранее Accenture),"Санкт-Петербург, р-н Красногвардейский",Опыт 1-3 года,https://hh.ru/vacancy/136342225?query=Data+Engineer,Data Engineer,0,136342225
Специалист по управлению данными / Аналитик данных (Data Analyst/Data Engineer),ООО Бюро Цифровой Трансформации,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136299705?query=Data+Engineer,Data Engineer,0,136299705
Middle Python Developer,ИП Шлыков Станислав Игоревич,"Оренбург, р-н Ленинский",Опыт 3-6 лет,https://hh.ru/vacancy/136304523?query=Data+Engineer,Data Engineer,0,136304523
Data Engineer,Kaspi.kz,Алматы,Опыт 1-3 года,https://hh.ru/vacancy/136321227?query=Data+Engineer,Data Engineer,0,136321227
Python-разработчик (в офисе),ООО Брисмани,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136131984?query=Data+Engineer,Data Engineer,0,136131984
Backend Developer / Python Backend Engineer,ИП Першина Маргарита Юрьевна,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136125202?query=Data+Engineer,Data Engineer,0,136125202
Intern (CAPEX & Continuous Improvement),ТОО Coca-Cola İçecek Kazakhstan  ( ТОО СП «Кока-Кола Алматы Боттлерс» ),"Астана, улица А-355, 2",Без опыта,https://hh.ru/vacancy/136156810?query=Data+Engineer,Data Engineer,0,136156810
Ведущий разработчик Java,ООО Фаззи Лоджик Лабс,Москва,Опыт более 6 лет,https://hh.ru/vacancy/136256171?query=Data+Engineer,Data Engineer,0,136256171
Intern (Electrical Engineering),ТОО Coca-Cola İçecek Kazakhstan  ( ТОО СП «Кока-Кола Алматы Боттлерс» ),"Астана, улица А-355, 2",Без опыта,https://hh.ru/vacancy/136287508?query=Data+Engineer,Data Engineer,0,136287508
Senior AI/ML Engineer (LLM / GenAI / NLP),ООО SpbDev,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135994313?query=Data+Engineer,Data Engineer,0,135994313
Junior Data Engineer (Python / Airflow),SWiP,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135679351?query=Data+Engineer,Data Engineer,0,135679351
Senior QA Engineer,Data-Driven Lab,Москва,Опыт более 6 лет,https://hh.ru/vacancy/136172267?query=Data+Engineer,Data Engineer,0,136172267
Software Engineer (Middle/Senior),ООО Кэтлоджик,Минск,Опыт 1-3 года,https://rabota.by/vacancy/136259179?query=Data+Engineer&hhtmFrom=vacancy_search_list,Data Engineer,0,136259179
Product Operations Manager,ООО Тогл Софт / Toggle,Минск,Опыт 1-3 года,https://rabota.by/vacancy/136300517?query=Data+Engineer&hhtmFrom=vacancy_search_list,Data Engineer,0,136300517
Middle+/Senior Бизнес-/системный аналитик,ООО SpbDev,Москва,Опыт более 6 лет,https://hh.ru/vacancy/135655138?query=Data+Engineer,Data Engineer,0,135655138
ML/NLP Engineer,ООО Аналитические программные решения,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136266371?query=Data+Engineer,Data Engineer,0,136266371
ИИ специалист,Дверянин,"Набережные Челны, БАЗА ЗАО ,,ПОДРЯД,,, 1",Опыт 1-3 года,https://hh.ru/vacancy/136266273?query=Data+Engineer,Data Engineer,0,136266273
Data engineer (Стажер),Sapiens solutions,Москва,Без опыта,https://hh.ru/vacancy/136125082?query=Data+Engineer,Data Engineer,0,136125082
Business Analyst,ООО ПСТ Лабс,Минск,Опыт 3-6 лет,https://rabota.by/vacancy/136185677?query=Data+Engineer&hhtmFrom=vacancy_search_list,Data Engineer,1,136185677
DevOps-инженер,ТОО Институт Космической Техники и Технологии,Алматы,Опыт 1-3 года,https://hh.ru/vacancy/136333715?query=Data+Engineer,Data Engineer,1,136333715
Data Аналитик,Ventra,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136182120?query=Data+Engineer,Data Engineer,1,136182120
Senior+ Data / AI Engineer | LLM / Multi-Agent / RAG,ООО Цифровые технологии и платформы,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136179259?query=Data+Engineer,Data Engineer,1,136179259
"Стажер Data Engineer в Аналитику для сервиса Заявки Телеком данных [Big Data, МТС Веб Сервисы]","""МТС"", Работа в IT",Москва,Без опыта,https://hh.ru/vacancy/135856097?query=Data+Engineer,Data Engineer,1,135856097
Project Engineer,ТОО JTI Kazakhstan,село Байсерке,Опыт 1-3 года,https://hh.ru/vacancy/136358650?query=Data+Engineer,Data Engineer,1,136358650
Data Engineer,Национальный банк внешнеэкономической деятельности Республики Узбекистана,"Ташкент, проспект Амира Темура, 101",Опыт 1-3 года,https://hh.ru/vacancy/136237838?query=Data+Engineer,Data Engineer,1,136237838
Product Manager по экономике AI-продуктов,PravoTech,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136178263?query=Data+Engineer,Data Engineer,1,136178263
Data Engineer (Python),Marfatech,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136073653?query=Data+Engineer,Data Engineer,1,136073653
"Data Engineer / Системный аналитик (SQL, Python) / Backend Developer",XUSAINOVA MADINA RAXIMDJANOVNA,Москва,Опыт более 6 лет,https://hh.ru/vacancy/136262283?query=Data+Engineer,Data Engineer,1,136262283
Data Engineer,MAREE,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136147340?query=Data+Engineer,Data Engineer,1,136147340
Инженер по прототипированию ИИ-решений,IBS,"Москва, р-н Пресненский",Опыт 3-6 лет,https://hh.ru/vacancy/136288267?query=Data+Engineer,Data Engineer,1,136288267
Network Engineer (Vietnam),Servers.com,Дананг,Опыт 3-6 лет,https://hh.ru/vacancy/135181766?query=Data+Engineer,Data Engineer,1,135181766
Electrical Design Engineer (Atyrau),ТОО Bolashak Atyrau,Атырау,Опыт 3-6 лет,https://hh.ru/vacancy/136286225?query=Data+Engineer,Data Engineer,1,136286225
ML Infrastructure Engineer (C++ / HFT),ScoutX,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136262507?query=Data+Engineer,Data Engineer,1,136262507
Data Engineer,Koronatech,Санкт-Петербург,Опыт 3-6 лет,https://hh.ru/vacancy/135392614?query=Data+Engineer,Data Engineer,1,135392614
Senior Backend Engineer (C#/.NET Core),Meteoro Platform,Астана,Опыт более 6 лет,https://hh.ru/vacancy/136256815?query=Data+Engineer,Data Engineer,1,136256815
Аналитик данных в технический департамент,VK,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136263866?query=Data+Engineer,Data Engineer,1,136263866
Research Engineer,Точка Банк,"Москва, р-н Тверской",Опыт 3-6 лет,https://hh.ru/vacancy/136142033?query=Data+Engineer,Data Engineer,1,136142033
AI Engineer,АО Цифровой семейный офис,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136031525?query=Data+Engineer,Data Engineer,1,136031525
Аналитик DWH / Инженер данных (Data Engineer),ООО Реванш,"Саратов, Вольский тракт, 14",Опыт 3-6 лет,https://hh.ru/vacancy/136334453?query=Data+Engineer,Data Engineer,2,136334453
Head of QA,ТРТ,Тбилиси,Опыт более 6 лет,https://hh.ru/vacancy/135981665?query=Data+Engineer,Data Engineer,2,135981665
Middle Data Engineer (СберAds),ООО ИЦ АЙ-ТЕКО,"Москва, р-н Тверской",Опыт 3-6 лет,https://hh.ru/vacancy/136304348?query=Data+Engineer,Data Engineer,2,136304348
L1/L2 Support Engineer,Научсофт,Тбилиси,Без опыта,https://rabota.by/vacancy/135995067?query=Data+Engineer&hhtmFrom=vacancy_search_list,Data Engineer,2,135995067
Full-Stack AI Engineer,ТОО Improvado KZ,Сербия,Опыт более 6 лет,https://hh.ru/vacancy/136237601?query=Data+Engineer,Data Engineer,2,136237601
Junior Data Engineer (Laboratory 2.0),IDF Technology,"Минск, Интернациональная улица, 36",Опыт 1-3 года,https://rabota.by/vacancy/136184932?query=Data+Engineer&hhtmFrom=vacancy_search_list,Data Engineer,2,136184932
DevOps-инженер (Infra),YADRO,Владивосток,Опыт 3-6 лет,https://hh.ru/vacancy/136119802?query=Data+Engineer,Data Engineer,2,136119802
Руководитель команды DWH,"МАГНИТ, Розничная сеть. IT",Москва,Опыт 1-3 года,https://hh.ru/vacancy/136322531?query=Data+Engineer,Data Engineer,2,136322531
"Руководитель разработки AI, ML, ITL.",Т1 ИИ,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136290333?query=Data+Engineer,Data Engineer,2,136290333
AI Engineer,IBS,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136216611?query=Data+Engineer,Data Engineer,2,136216611
Data Scientist,ООО Лайфтех,Минск,Опыт 3-6 лет,https://rabota.by/vacancy/136141713?query=Data+Engineer&hhtmFrom=vacancy_search_list,Data Engineer,2,136141713
Инженер инфраструктуры данных (Data Infrastructure Engineer),Смартер,Казань,Опыт 1-3 года,https://hh.ru/vacancy/136120004?query=Data+Engineer,Data Engineer,2,136120004
Data Engineer (Middle+/Senior),ТРТ,Баку,Опыт более 6 лет,https://hh.ru/vacancy/136210901?query=Data+Engineer,Data Engineer,2,136210901
Junior Data Engineer,ООО АФЛТ-Системс,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135499818?query=Data+Engineer,Data Engineer,2,135499818
Аналитик данных (Фарма),Велфарм Групп,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135225531?query=Data+Engineer,Data Engineer,2,135225531
Quant Trader (кросс-биржевой арбитраж),,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135623220?query=Data+Engineer,Data Engineer,2,135623220
ML Engineer (AI Agents / Python),Сбер. Data Science,Санкт-Петербург,Без опыта,https://hh.ru/vacancy/136342762?query=Data+Engineer,Data Engineer,2,136342762
Software QA Engineer/Intern (AI-Powered),ТОО Талисман качества,Алматы,Без опыта,https://hh.ru/vacancy/135976683?query=Data+Engineer,Data Engineer,2,135976683
Data Engineer,"ПАО МегаФон, IT",Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136098939?query=Data+Engineer,Data Engineer,2,136098939
Yetakchi mutaxassis (Data Engineer),Xalq Banki,"Ташкент, Чиланзарский район, проспект Бунёдкор, 7Б к3",Без опыта,https://hh.ru/vacancy/135930268?query=Data+Engineer,Data Engineer,2,135930268
Data Engineer,SkillStaff,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136132667?query=Data+Engineer,Data Engineer,3,136132667
Ведущий продуктовый аналитик / Senior Product Analyst,ООО Майфин,Минск,Опыт 3-6 лет,https://rabota.by/vacancy/136345688?query=Data+Engineer&hhtmFrom=vacancy_search_list,Data Engineer,3,136345688
Data engineer+analyst (DWH),Maxima.tech,Казань,Опыт 1-3 года,https://hh.ru/vacancy/136028980?query=Data+Engineer,Data Engineer,3,136028980
ML Engineer / Data Engineer,Сбер. IT,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136324231?query=Data+Engineer,Data Engineer,3,136324231
Head of Engineering,ООО HAAS PLATFORM,Ташкент,Опыт 3-6 лет,https://hh.ru/vacancy/136097343?query=Data+Engineer,Data Engineer,3,136097343
Стажер-системный аналитик,IBS,"Таганрог, Гоголевский переулок, 6",Без опыта,https://hh.ru/vacancy/136157632?query=Data+Engineer,Data Engineer,3,136157632
Data Analyst,Andersen,"Батуми, проспект Жиули Шартава, 10",Опыт 3-6 лет,https://rabota.by/vacancy/136291336?query=Data+Engineer&hhtmFrom=vacancy_search_list,Data Engineer,3,136291336
"Инженер-расчетчик (CFD, гидродинамика, массообмен) / R&D Engineer, г. Тбилиси",ООО Политех-Плюс,"Тбилиси, улица Акаки Белиашвили, 106",Опыт более 6 лет,https://hh.ru/vacancy/135903504?query=Data+Engineer,Data Engineer,3,135903504
Procurement Manager,ТОО Эйрбас Хеликоптерс Казахстан инжиниринг (Airbus Неliсорtегs Kazakhstan Еnginееring),"Нур-Султан (Астана), улица № 229, 8",Опыт 3-6 лет,https://hh.ru/vacancy/135846467?query=Data+Engineer,Data Engineer,3,135846467
Middle Data Analyst (Дата аналитик),АО CLICK,Ташкент,Опыт 1-3 года,https://hh.ru/vacancy/135688814?query=Data+Engineer,Data Engineer,3,135688814
AI/LLM Security Researcher / Senior MLSecOps (AISec StartUp),SpaceAI,Казань,Опыт более 6 лет,https://hh.ru/vacancy/136100040?query=Data+Engineer,Data Engineer,3,136100040
Senior DevOps Engineer,АО Центр цифрового развития Национального Банка Казахстана,город республиканского значения Астана,Опыт более 6 лет,https://hh.ru/vacancy/136317042?query=Data+Engineer,Data Engineer,3,136317042
Data Science Engineer / Инженер по анализу данных / Инженер по машинному обучению /,ООО Кей Групп,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135909693?query=Data+Engineer,Data Engineer,3,135909693
"Middle Data Scientist в KION [Big Data, МТС Веб Сервисы]","""МТС"", Работа в IT",Москва,Опыт 1-3 года,https://hh.ru/vacancy/135626045?query=Data+Engineer,Data Engineer,3,135626045
Senior AI Engineer (LLM / AI-продукты),РУСАЛ,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136188903?query=Data+Engineer,Data Engineer,3,136188903
Senior Data Scientist (Availability),Островок.Ostrovok!Tech,Баку,Опыт 3-6 лет,https://hh.ru/vacancy/136328767?query=Data+Engineer,Data Engineer,3,136328767
Project manager (GigaChat Runtime),Сбер. IT,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136135754?query=Data+Engineer,Data Engineer,3,136135754
Data Analyst,Andersen,Ташкент,Опыт 3-6 лет,https://rabota.by/vacancy/136182913?query=Data+Engineer&hhtmFrom=vacancy_search_list,Data Engineer,3,136182913
Product analyst,ФЕНСИ ТЕК ГРУП,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135893157?query=Data+Engineer,Data Engineer,3,135893157
Продуктовый аналитик,Limex,"Чебоксары, улица Карла Маркса, 60А",Опыт 1-3 года,https://hh.ru/vacancy/135388308?query=Data+Engineer,Data Engineer,3,135388308
Менеджер проектов по внедрению ИИ,ООО Ника,"Ижевск, р-н Ленинский",Опыт 1-3 года,https://hh.ru/vacancy/136059774?query=Data+Engineer,Data Engineer,4,136059774
Инженер технической поддержки / Business Support engineer,Paragon Software,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/134370280?query=Data+Engineer,Data Engineer,4,134370280
Senior Sales Executive (Account Executive),Velvetech LLC,Тбилиси,Опыт более 6 лет,https://hh.ru/vacancy/136317135?query=Data+Engineer,Data Engineer,4,136317135
Senior Software Test Engineer (Manual+Automation),Иностр. п. ОбъектСтиль/ Object Style,Бишкек,Опыт более 6 лет,https://rabota.by/vacancy/136167953?query=Data+Engineer&hhtmFrom=vacancy_search_list,Data Engineer,4,136167953
Python Backend Engineer (GenAI Data Governance),Сбер. IT,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136327437?query=Data+Engineer,Data Engineer,4,136327437
Продюсер AI-видео,VVP Group,Химки,Опыт 1-3 года,https://hh.ru/vacancy/135341881?query=Data+Engineer,Data Engineer,4,135341881
Technical Support Team Lead,Zentist,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135880727?query=Data+Engineer,Data Engineer,4,135880727
AI-Engineer,РТЛабс,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/134784177?query=Data+Engineer,Data Engineer,4,134784177
Системный аналитик DWH,"МАГНИТ, Розничная сеть. IT",Москва,Опыт 1-3 года,https://hh.ru/vacancy/135387276?query=Data+Engineer,Data Engineer,4,135387276
Аналитик данных (ученик),Aston,Москва,Без опыта,https://hh.ru/vacancy/135979782?query=Data+Engineer,Data Engineer,4,135979782
Архитектор баз данных (Data Engineer),ООО Обьнефтеремонт,"Нижневартовск, Индустриальная улица, 4Ас1",Без опыта,https://hh.ru/vacancy/135985728?query=Data+Engineer,Data Engineer,4,135985728
Solar engineer,Yashil energiya,"Ташкент, 1-й проезд Чынгыза Айтматова, 2Б",Опыт 3-6 лет,https://hh.ru/vacancy/136105492?query=Data+Engineer,Data Engineer,4,136105492
AI Engineer (ИИ-сценарии),Сбер. IT,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136359441?query=Data+Engineer,Data Engineer,4,136359441
Senior Analytics Engineer,ООО TRADINGVIEW GEORGIA,"Тбилиси, улица Жиули Шартава, 31/33",Опыт 3-6 лет,https://hh.ru/vacancy/136129580?query=Data+Engineer,Data Engineer,4,136129580
Head of SaS Product Delivery,DELVE,"Минск, проспект Дзержинского, 3Б",Опыт 3-6 лет,https://rabota.by/vacancy/136222122?query=Data+Engineer&hhtmFrom=vacancy_search_list,Data Engineer,4,136222122
Оператор ПК,METRO.Торговые центры,"Севастополь, улица Тараса Шевченко, 61",Без опыта,https://hh.ru/vacancy/136327301?query=Data+Engineer,Data Engineer,4,136327301
Data Engineer/Дата инженер (в банках),ТОО Agile Soft,Ташкент,Опыт 3-6 лет,https://hh.ru/vacancy/136176163?query=Data+Engineer,Data Engineer,4,136176163
Business Analyst,Uspio LTD,Тбилиси,Опыт 3-6 лет,https://hh.ru/vacancy/136017136?query=Data+Engineer,Data Engineer,4,136017136
Аналитик данных / DWH,ООО Блейз Аналитикс,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135945939?query=Data+Engineer,Data Engineer,4,135945939
Senior data-инженер (Комплаенс),Сбер. IT,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136347286?query=Data+Engineer,Data Engineer,4,136347286
Intern/Staff in Climate Change and Sustainability Services,EY Uzbekistan,"Ташкент, проспект Мустакиллик, 75",Опыт 1-3 года,https://hh.ru/vacancy/135892305?query=Data+Engineer,Data Engineer,5,135892305
Инженер данных / Data Engineer,Федеральное автономное учреждение «Национальный институт аккредитации» (ФАУ НИА),Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135755986?query=Data+Engineer,Data Engineer,5,135755986
